Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
167660,"Phòng cao cấp, mới, ban công. Thuận tiện di chuyển các quận",2.9,20.0,Bình Thạnh,Hồ Chí Minh,2024-09-04
169592,Phòng mới 100% xây đang hoàn thiện. Ngay chợ Ng Xí. T1/2024 có thể ở,3.5,25.0,Bình Thạnh,Hồ Chí Minh,2024-09-04
169929,Cho thuê phòng từ 3tr5 đến 4tr tùy phòng - 11 Bàu Bàng,3.6,25.0,Tân Bình,Hồ Chí Minh,2024-09-02
169834,"Phòng mới, ban công, cửa sổ, sẵn tiện nghi. 98 Thích Quảng Đức",3.2,20.0,Phú Nhuận,Hồ Chí Minh,2024-08-31
159368,"Phòng mới, ban công, sẵn nội thất. Gần công viên Gia Định",2.9,20.0,Gò Vấp,Hồ Chí Minh,2024-08-31
169559,Phòng mới xây mới 100% đường Nguyễn Kiệm. Gần CV Gia Định,3.5,20.0,Gò Vấp,Hồ Chí Minh,2024-08-31
169544,"Phòng sẵn nội thất, thoáng mát. Gần Phan Xích Long 2 phút",3.2,20.0,Phú Nhuận,Hồ Chí Minh,2024-08-31
169928,Phòng trọ sinh viên giá rẻ ở Tân Phú gần Huit,3.4,15.0,Tân Phú,Hồ Chí Minh,2024-08-30
151722,Phòng cho thuê dạng chung cư tại Bình Thạnh,3.5,19.0,Bình Thạnh,Hồ Chí Minh,2024-08-30
62551,"KHU PHÒNG 30M2 NGAY Giga Mall CÓ GÁC, RỘNG, LỊCH SỰ, Thủ đức",3.0,30.0,Thủ Đức,Hồ Chí Minh,2024-08-30
120607,"Cho thuê phòng trọ mới, thoáng mát, sạch sẽ tại quận Gò Vấp",2.8,25.0,Gò Vấp,Hồ Chí Minh,2024-08-26
169835,"Phòng Căn Hộ Duplex 01 trệt + 01 Lầu cao, siêu rộng, đẹp đủ nội thất – 21/1 Trường Sơn, P.4, Q.Tân Bình – (Gần Sân Bay)",5.5,40.0,Tân Bình,Hồ Chí Minh,2024-08-25
169724,Cho thuê phòng trọ đường Thống Nhất,1.9,15.0,Gò Vấp,Hồ Chí Minh,2024-08-25
169925,"Cho thuê phòng 4 tr/tg. Dc 70/5 trần tuấn khải, p5, q5",4.0,16.0,Quận 5,Hồ Chí Minh,2024-08-24
169863,Phòng Q1 Lê Thánh Tôn full nội thất. phòng bến nghé,5.5,30.0,Quận 1,Hồ Chí Minh,2024-08-24
169924,"Phòng đẹp 7A/9 Thành Thái, P.14, Quận 10 - Ngay Đại Học BK, Kinh Tế ...  (Khoá Vân Tay, giờ tự do)",3.4,18.0,Quận 10,Hồ Chí Minh,2024-08-24
169075,"Cho thuê Phòng Căn hộ STUDIO đủ Nội Thất 62/1A TRƯƠNG CÔNG ĐỊNH, P.14, Q.Tân Bình",4.2,28.0,Tân Bình,Hồ Chí Minh,2024-08-22
157709,"Cho thuê phòng riêng giá rẻ 1,5tr- 4tr/ tháng, gần cầu Hilam- Lottemart Q7",1.5,20.0,Quận 7,Hồ Chí Minh,2024-08-22
169904,Cho thuê phòng trọ gần cầu Điện Biên Phủ,3.0,16.0,Bình Thạnh,Hồ Chí Minh,2024-08-21
169439,"Cho Nữ thuê phòng: yên tĩnh, thoáng mát, an ninh, sạch sẽ, có ban công",2.0,12.0,Tân Bình,Hồ Chí Minh,2024-08-21
168750,"Phòng căn hộ mini MT 68A Phan Đăng Lưu, P.5, Q.Phú Nhuận, DT: 35m2 (Có thang máy, View Landmark 81)",4.5,35.0,Phú Nhuận,Hồ Chí Minh,2024-08-21
169919,CHO THUÊ PHÒNG KHU CAO LỖ GIÁ RẺ,3.5,19.2,Quận 8,Hồ Chí Minh,2024-08-21
118529,"Phòng Đẹp có Nội Thất, Gác Lửng – 26/42 Tân Sơn Nhì, Q.Tân Phú (Có Thang Máy, Máy Giặt miễn phí)",3.0,22.0,Tân Phú,Hồ Chí Minh,2024-08-21
169265,CHO THUÊ PHÒNG TRỌ GIÁ RẺ TẠI BÌNH THẠNH,3.0,30.0,Bình Thạnh,Hồ Chí Minh,2024-08-21
169916,Chính chủ cho thuê căn hộ mini rộng 35m2 tại 26 đường số 20 - P6 - Gò Vấp,3.2,35.0,Gò Vấp,Hồ Chí Minh,2024-08-20
169548,"Phòng Căn hộ cao cấp đủ nội thất, 1Phòng Ngủ, Phòng Khách -  224/20 Lý Thường Kiệt, P.14, Quận 10",6.9,40.0,Quận 10,Hồ Chí Minh,2024-08-19
169505,"PHÒNG CĂN HỘ MINI 1PN, khu bếp riêng – 140 Phạm Văn Chiêu, P.14, Q.Gò Vấp (Có Thang Máy)",3.0,25.0,Gò Vấp,Hồ Chí Minh,2024-08-19
169911,HOT 🤚🏻HOT🤚🏻 PHÒNG TRỌ CAO CẤP CHO SV ĐẠI HỌC NGÂN HÀNG VÀ ĐẠI HỌC SƯ PHẠM KỸ THUẬT HCM,3.5,24.0,Thủ Đức,Hồ Chí Minh,2024-08-18
169912,"Phòng trọ sinh viên 75/12 đường Nguyễn Văn Cừ Quận 5. có máy lạnh,nội thất đầy đủ",2.5,10.0,Quận 5,Hồ Chí Minh,2024-08-18
169798,"Cho thuê  căn hộ mini, an ninh, sân vườn thoáng mát, nhà xe riêng biệt sau nhà, an toàn cháy nổ",3.3,30.0,Thủ Đức,Hồ Chí Minh,2024-08-18
169331,PHÒNG TRỌ GIÁ RẺ,1.8,21.0,Tân Phú,Hồ Chí Minh,2024-08-17
169838,Phòng ở ghép phòng cách Nhật cách ĐẠI HỌC CÔNG NGHIỆP 5p đi bộ,1.2,30.0,Gò Vấp,Hồ Chí Minh,2024-08-17
169908,"Cho thuê phòng trọ 30 m2, có toilet riêng trong phòng, gần ĐH Luật, ĐH Nguyễn Tất Thành",5.0,30.0,Quận 4,Hồ Chí Minh,2024-08-17
169485,"Cho thuê phòng trọ ngay MT 29 Bàu Cát 6, Phường 14, Q Tân Bình (Có khoá vân tay, kệ bếp)",2.5,22.0,Tân Bình,Hồ Chí Minh,2024-08-16
169837,"Phòng trọ 30m2 cho gia đình, 2,4 triệu/tháng, gần đại lộ Võ Văn Kiệt, đường 2D, P.An Lạc, Q. Bình tân, tiếp giáp Q.6 và Q.8",2.4,30.0,Bình Tân,Hồ Chí Minh,2024-08-15
169905,CHO THUÊ PHÒNG TRUNG TÂM QUẬN 10 - CHỈ TỪ 2.5 TRIỆU/PHÒNG,2.5,12.0,Quận 10,Hồ Chí Minh,2024-08-15
169398,Cho thuê phòng trọ máy lạnh đường 21 gần GiGamall,3.2,30.0,Thủ Đức,Hồ Chí Minh,2024-08-13
169858,Cho thuê phòng 20m2 phường 3 Bình Thạnh – đối diện bệnh viện Gia Định,2.5,20.0,Bình Thạnh,Hồ Chí Minh,2024-08-12
157002,Phòng Trống Cần Cho Thuê Quận Bình Thạnh,2.5,25.0,Bình Thạnh,Hồ Chí Minh,2024-08-12
169896,"Cho thuê phòng có gác, 25m2, Đường Huỳnh Tấn Phát, P Tân Thuận Tây, Quận 7, gần KCX Tân Thuận",4.3,25.0,Quận 7,Hồ Chí Minh,2024-08-12
169892,"Cho Thuê Phòng. Căn Hộ STUDIO Cao Cấp, Full Nội Thất, Quận 5",6.0,25.0,Quận 5,Hồ Chí Minh,2024-08-10
169888,"Phòng trọ quận 5 cho thuê, giờ tự do, được nấu ăn, không chung chủ",1.2,22.0,Quận 5,Hồ Chí Minh,2024-08-09
169887,"Cho thuê phòng giờ giấc tự do, an ninh hẻm xe oto",4.5,36.0,Quận 10,Hồ Chí Minh,2024-08-09
169886,"Phòng trọ đầy đủ tiện nghi tại địa chỉ 879/37 Hương Lộ 2, Q. Bình Tân",1.9,18.0,Bình Tân,Hồ Chí Minh,2024-08-09
169655,CHO THUÊ PHÒNG TRỌ ĐƯỜNG C4 PHẠM HÙNG (ĐỐI DIỆN SÂN BANH NOK),2.8,18.0,Bình Chánh,Hồ Chí Minh,2024-08-09
169885,Cho thuê phòng trọ TT quận Bình Thạnh,3.0,24.0,Bình Thạnh,Hồ Chí Minh,2024-08-09
159423,Cho thuê phòng trọ 90 Trần Quý - Phường 6 - Q.11 - Gần chợ Thiếc - Q11,2.7,18.0,Quận 11,Hồ Chí Minh,2024-08-08
159427,Cho thuê phòng trọ 506/15/11 D đường 3/2  - Phường 14 - Q.10 ( Cầu vượt 3/2),3.5,20.0,Quận 10,Hồ Chí Minh,2024-08-08
160677,Cho thuê phòng trọ đẹp 51 Bà Lài - Phường 8 - Quận 6 ( Cầu Phạm Văn Trí),2.3,20.0,Quận 6,Hồ Chí Minh,2024-08-08
160862,Cho thuê phòng 102 hồ văn Huê - P.9- Quân Phú Nhuận,2.3,18.0,Phú Nhuận,Hồ Chí Minh,2024-08-08
159556,Cho thuê phòng trọ Đ/c: 134 Lê Minh Xuân - P.7- Q. Tân Bình - đường Lý Thường Kiệt,2.0,18.0,Tân Bình,Hồ Chí Minh,2024-08-08
166636,"Cho thuê nhiều phòng trọ 1051/4 Hậu Giang, Quận 6",1.8,20.0,Quận 6,Hồ Chí Minh,2024-08-08
169884,"Cho Thuê Phòng Có Gác Cao , Có Thang Máy (chính chủ)",3.6,30.0,Bình Thạnh,Hồ Chí Minh,2024-08-08
169861,"Cho thuê phòng: 541/1 Hương Lộ 2, Phường Bình Trị Đông - Quận Bình Tân. HCM
Ngay ngã tư 4 xã ( 200m) - Hoà Bình - Phan Anh - Bình Long - Lũy Bán Bích",2.0,20.0,Bình Tân,Hồ Chí Minh,2024-08-08
160941,"Phòng mới, full nội thất, an ninh. Gần sân bay, CV Gia Định",3.5,20.0,Tân Bình,Hồ Chí Minh,2024-08-07
169880,"CHO THUÊ PHÒNG TRỌ ĐẸP, rộng 40 m2, MẶT TIỀN TRƯƠNG VĂN BANG, CÓ HẦM XE, BAN CÔNG, THANG MÁY. LIÊN HỆ: Phượng: 0908.63.03.93",3.6,35.0,Quận 2,Hồ Chí Minh,2024-08-07
129830,"NAM  ở  phòng có máy lạnh. miễn phí ( Wifi , Điện Nước sinh hoạt )",3.0,16.0,Bình Thạnh,Hồ Chí Minh,2024-08-07
151720,"Phòng mới giá rẻ, thoáng mát, an ninh, khu Phan Xích Long. Trung tâm Phú Nhuận",2.8,20.0,Phú Nhuận,Hồ Chí Minh,2024-08-07
169866,Phòng Ban Công Đầy Đủ Tiện Nghi cho Nữ,4.5,25.0,Phú Nhuận,Hồ Chí Minh,2024-08-07
169877,"QUẬN 3 Phòng trọ có Máy Lạnh, giờ giấc tự do",2.4,15.0,Quận 3,Hồ Chí Minh,2024-08-06
169871,"Quận 10, Còn 1p cho 1 người thuê, máy lạnh, toilet riêng, khu an ninh, yên tĩnh",3.0,19.0,Quận 10,Hồ Chí Minh,2024-08-05
169870,"Phòng Q10, 45m2 gần HUFLIT, UEH, Bách Khoa, Y Dược, ...có phòng ngủ tách bếp, giờ tự do 7,5tr/tháng",7.5,45.0,Quận 10,Hồ Chí Minh,2024-08-05
169875,"Cho thuê phòng trọ cao cấp mặt tiền đường Thống Nhất, TP.Thủ Đức",2.2,25.0,Thủ Đức,Hồ Chí Minh,2024-08-05
169874,"Chính Chủ Cho Thuê Phòng Có Gác , Có Nội Thất , Có Ban Công , Cửa Sổ",4.8,30.0,Bình Thạnh,Hồ Chí Minh,2024-08-05
169876,"Cho thuê Phòng trọ 40m2 mặt tiền đường Gò Dầu, Tân Phú, có thang Máy",2.3,40.0,Tân Phú,Hồ Chí Minh,2024-08-05
169762,"Phòng có máy lạnh, giờ tự do 15m2 gia 2,5tr/th",2.5,15.0,Quận 10,Hồ Chí Minh,2024-08-05
169276,Phòng Q10 rộng 25m2 Thành Thái-Tô Hiến Thành giờ tự do 3.8tr/th,3.8,25.0,Quận 10,Hồ Chí Minh,2024-08-05
169872,"Quận 10, nhà mới xây cho thuê phòng, máy lạnh, toiet , tiện nghi, khóa vân tay, khu an ninh",4.0,27.0,Quận 10,Hồ Chí Minh,2024-08-05
169873,"Ký túc xá rộng rãi, xách va ly vô ở ngay, đường D5, P25, Bình Thạnh",1.5,40.0,Bình Thạnh,Hồ Chí Minh,2024-08-05
156620,"Cho thuê nhà trọ, phòng trọ Quận 10 - Thành phố Hồ Chí Minh giá 2.5 triệu",2.5,15.0,Quận 10,Hồ Chí Minh,2024-08-05
169770,"Phòng rất đẹp có Máy Lạnh 7A/9 Thành Thái, P.14, Quận 10 (Khoá Vân Tay, giờ tự do)",3.2,20.0,Quận 10,Hồ Chí Minh,2024-08-05
169862,Phòng cho thuê ưu tiên nữ hoặc gia đình nhỏ diện tích 32m2,1.9,32.0,Thủ Đức,Hồ Chí Minh,2024-08-04
169869,"Cho nữ thuê phòng trọ đường Đào Duy Anh, Phường 9, Phú Nhuận TP.HCM",2.6,16.0,Phú Nhuận,Hồ Chí Minh,2024-08-04
169868,"Phòng trọ hẻm rộng 354 Phan Văn Trị, thông ra Phạm Văn Đồng, gần ĐH Công Nghiệp, ĐH Văn Lang",3.0,30.0,Bình Thạnh,Hồ Chí Minh,2024-08-04
149109,"CHO THUÊ GÁC LỬNG ĐẸP, GIÁ RẺ HXH 269 PHAN HUY ÍCH, P.14, Q.GÒ VẤP WC RIÊNG, GIỜ TỰ DO",1.5,14.0,Gò Vấp,Hồ Chí Minh,2024-08-03
169825,"Cho thuê phòng 3.6tr - 4.2 tr/tg. Dc 70/7 trần tuấn khải, p5, q5",3.8,15.0,Quận 5,Hồ Chí Minh,2024-08-02
169865,"Cho thuê phòng trọ từ 18m2 mặt tiền đường Sơn Hưng, Phường 12, Tân Bình",3.7,18.0,Tân Bình,Hồ Chí Minh,2024-08-02
169590,Cho thuê phòng trọ gần trường đại học công nghệ 4 và gần bệnh viện 175,2.7,18.0,Gò Vấp,Hồ Chí Minh,2024-08-02
168983,"Cho thuê phòng trọ rẻ thoáng mát tại 1/16 Cù Chính Lan, Phường 13, Quận Tân Bình",2.5,18.0,Tân Bình,Hồ Chí Minh,2024-07-31
119500,"CHO THUE PHONG GIA 1,6 - 1.8 triệu NGAY SIÊU THỊ COOPMART QUANG TRUNG - THỐNG NHẤT, BV HỒNG ĐỨC",1.6,18.0,Gò Vấp,Hồ Chí Minh,2024-07-31
158298,"Phong trọ gần bùng binh Lê Đại Hành - 144/6 Âu Cơ, P.9, Tân Bình",2.7,20.0,Tân Bình,Hồ Chí Minh,2024-07-31
159424,"Cho thuê phòng trọ 53/17B Đường Trần Khánh Dư,Phường Tân Định, Q.1",2.8,20.0,Quận 1,Hồ Chí Minh,2024-07-31
168903,Ngã Tư Phạm Văn Đồng - 600  Lê Quang Định - P.1- Q. Gò Vấp,2.3,20.0,Gò Vấp,Hồ Chí Minh,2024-07-31
169793,"PHÒNG LẦU ĐÚC NGAY TRUNG TÂM Q.3 CÓ BANCON,CỬA SỔ THOÁNG MÁT",3.0,16.0,Quận 3,Hồ Chí Minh,2024-07-31
169036,CHDV mới xây 32/1 Thích Quảng Đức - P.5- Q. Phú Nhuận,5.0,30.0,Phú Nhuận,Hồ Chí Minh,2024-07-31
162389,"Phòng trọ 336/5 Phan Văn Trị, P.11, Q.Bình Thạnh ĐH Văn Lang ĐH CN TP.HCM",2.7,18.0,Bình Thạnh,Hồ Chí Minh,2024-07-31
169605,"PHÒNG CĂN HỘ DỊCH VỤ 1PN, PK 1124 Lê Đức Thọ, Q.Gò Vấp (DT: 50m2, ngay Thống Nhất – Lê Đức Thọ)",5.0,50.0,Gò Vấp,Hồ Chí Minh,2024-07-31
169852,nhà chop thuê an ninh - thoải mái giá rẽ,1.6,30.0,Quận 8,Hồ Chí Minh,2024-07-29
169854,"Cho thuê phòng trọ như KS mini tại Q.1, nội thất đầy đủ, wc riêng, nước nóng NLMT, view thoáng mát, giá chỉ từ 3tr/tháng",3.0,15.0,Quận 1,Hồ Chí Minh,2024-07-29
165908,"Phòng trọ Hẻm 413 Lê Văn Quới, Bình Tân 2.000.000VND",2.0,21.0,Bình Tân,Hồ Chí Minh,2024-07-28
169392,"Phòng trọ trong nhà trọ 2 lầu, thoáng mát, an ninh, có lối đi riêng, có WC riêng, TH cáp, Wifi",2.2,16.0,Quận 10,Hồ Chí Minh,2024-07-28
157728,Phòng trọ giá rẻ Hẻm 413 LVQ Bình Tân,2.0,21.0,Bình Tân,Hồ Chí Minh,2024-07-28
169849,"Quận 10, Nhà mới xây cho thuê phòng, máy lạnh, tiện nghi, toilet riêng, sạch sẽ, thoáng mát",4.0,27.0,Quận 10,Hồ Chí Minh,2024-07-26
169848,PHÒNG CHO THUÊ - LẦU 2 MỚI XÂY - CÓ BAN CÔNG - DIỆN TÍCH 24M2_XVNT_HÀNG XANH,5.5,24.0,Bình Thạnh,Hồ Chí Minh,2024-07-26
169228,"Phòng Căn hộ 1PN, PK, đủ nội thất - 62/1A Trương Công Định, Q.Tân Bình. (Căn Góc thoáng mát)",5.5,40.0,Tân Bình,Hồ Chí Minh,2024-07-25
169847,"Nhà trọ full nội thất Hàng Xanh, Điện Biên Phủ, giờ giấc tự do",4.5,20.0,Bình Thạnh,Hồ Chí Minh,2024-07-25
146602,"CĂN HỘ góc – 1 Phòng Ngủ, 1 PK - Đủ Nội Thất – Đường Trương Công Định, P.14, Q.Tân Bình (Thang Máy)",5.5,40.0,Tân Bình,Hồ Chí Minh,2024-07-25
169843,Cho thuê phòng trọ gần vòng xoay An Lạc,2.2,24.0,Bình Tân,Hồ Chí Minh,2024-07-23
124650,"Cho thuê phòng trọ, Gần Chợ Bà Chiểu , lối đi riêng, WC riêng, free wifi",2.0,18.0,Bình Thạnh,Hồ Chí Minh,2024-07-22
169842,"PHÒNG CHO THUÊ - LẦU 3 - MỚI XÂY, RỘNG & THOÁNG MÁT",5.5,28.0,Bình Thạnh,Hồ Chí Minh,2024-07-22
169669,Còn 2 phòng trọ  cần cho thuê,1.4,20.0,Thủ Đức,Hồ Chí Minh,2024-07-21
169841,"Cho thuê Phòng trọ quận 7, sạch đẹp an ninh",2.6,16.0,Quận 7,Hồ Chí Minh,2024-07-21
169575,"Phòng đầy đủ tiện nghi 115/49/34 Lê Văn Sỹ, Phú Nhuận",2.5,20.0,Phú Nhuận,Hồ Chí Minh,2024-07-20
162349,"Phòng cho nữ thuê giá rẻ , hẻm rộng khu vưc an ninh yên tĩnh",1.9,15.0,Phú Nhuận,Hồ Chí Minh,2024-07-18
155505,"PHÒNG TRỌ MỚI XÂY, ĐẸP NHƯ MƠ, CÓ GÁC LỬNG+ BẾP, WC RIÊNG, GIỜ GIẤC TỰ DO",2.6,25.0,Tân Phú,Hồ Chí Minh,2024-07-17
169527,"PHÒNG MỚI ĐẸP, MÁY LẠNH + Gác Lửng rộng + Kệ bếp, cửa sổ to, giờ tự do",2.6,25.0,Tân Phú,Hồ Chí Minh,2024-07-17
